Date,Close
26-04-2005,43.619999
27-04-2005,43.580002
28-04-2005,43.599998
29-04-2005,43.380001
02-05-2005,43.5
03-05-2005,43.52
04-05-2005,43.459999
05-05-2005,43.349998
06-05-2005,43.43
09-05-2005,43.439999
10-05-2005,43.360001
11-05-2005,43.220001
12-05-2005,43.240002
13-05-2005,43.400002
16-05-2005,43.400002
17-05-2005,43.419998
18-05-2005,43.380001
19-05-2005,43.380001
20-05-2005,43.326
23-05-2005,43.419998
24-05-2005,43.48
25-05-2005,43.459999
26-05-2005,43.5
27-05-2005,43.5
30-05-2005,43.5
31-05-2005,43.619999
01-06-2005,43.720001
02-06-2005,43.700001
03-06-2005,43.560001
06-06-2005,43.52
07-06-2005,43.48
08-06-2005,43.419998
09-06-2005,43.459999
10-06-2005,43.470001
13-06-2005,43.540001
14-06-2005,43.580002
15-06-2005,43.5
16-06-2005,43.48
17-06-2005,43.490002
20-06-2005,43.48
21-06-2005,43.48
22-06-2005,43.419998
23-06-2005,43.48
24-06-2005,43.490002
27-06-2005,43.419998
28-06-2005,43.48
29-06-2005,43.48
30-06-2005,43.459999
01-07-2005,43.5
04-07-2005,43.459999
05-07-2005,43.5
06-07-2005,43.5
07-07-2005,43.560001
08-07-2005,43.540001
11-07-2005,43.459999
12-07-2005,43.459999
13-07-2005,43.411999
14-07-2005,43.419998
15-07-2005,43.470001
18-07-2005,43.453999
19-07-2005,43.52
20-07-2005,43.450001
21-07-2005,43
22-07-2005,43.450001
25-07-2005,43.459999
26-07-2005,43.41
27-07-2005,43.34
28-07-2005,43.32
29-07-2005,43.349998
01-08-2005,43.380001
02-08-2005,43.400002
03-08-2005,43.369999
04-08-2005,43.390999
05-08-2005,43.419998
08-08-2005,43.450001
09-08-2005,43.450001
10-08-2005,43.450001
11-08-2005,43.5
12-08-2005,43.563999
15-08-2005,43.439999
16-08-2005,43.450001
17-08-2005,43.459999
18-08-2005,43.5
19-08-2005,43.52
22-08-2005,43.549999
23-08-2005,43.580002
24-08-2005,43.700001
25-08-2005,43.700001
26-08-2005,43.599998
29-08-2005,43.66
30-08-2005,43.652
31-08-2005,43.98
01-09-2005,43.900002
02-09-2005,43.799999
05-09-2005,43.66
06-09-2005,43.810001
07-09-2005,43.82
08-09-2005,43.779999
09-09-2005,43.759998
12-09-2005,43.790001
13-09-2005,43.830002
14-09-2005,43.82
15-09-2005,43.799999
16-09-2005,43.82
19-09-2005,43.830002
20-09-2005,43.84
21-09-2005,43.84
22-09-2005,43.849998
23-09-2005,43.849998
26-09-2005,43.849998
27-09-2005,43.900002
28-09-2005,44
29-09-2005,43.939999
30-09-2005,43.93
03-10-2005,44.060001
04-10-2005,44.040001
05-10-2005,44.200001
06-10-2005,44.139999
07-10-2005,44.34
10-10-2005,44.75
11-10-2005,44.860001
12-10-2005,44.75
13-10-2005,44.869999
14-10-2005,44.720001
17-10-2005,44.810001
18-10-2005,45.02
19-10-2005,45.09
20-10-2005,45.119999
21-10-2005,45.009998
24-10-2005,45.049999
25-10-2005,44.900002
26-10-2005,44.939999
27-10-2005,44.990002
28-10-2005,45.009998
31-10-2005,45.040001
01-11-2005,45
02-11-2005,45.169998
03-11-2005,45.200001
04-11-2005,45.439999
07-11-2005,45.779999
08-11-2005,45.720001
09-11-2005,45.68
10-11-2005,45.689999
11-11-2005,45.48
14-11-2005,45.650002
15-11-2005,45.560001
16-11-2005,45.700001
17-11-2005,45.639999
18-11-2005,45.700001
21-11-2005,45.66
22-11-2005,45.740002
23-11-2005,45.68
24-11-2005,45.639999
25-11-2005,45.740002
28-11-2005,45.849998
29-11-2005,45.799999
30-11-2005,45.860001
01-12-2005,45.91
02-12-2005,46.110001
05-12-2005,46.240002
06-12-2005,46.119999
07-12-2005,46.16
08-12-2005,46.169998
09-12-2005,46.110001
12-12-2005,45.959999
13-12-2005,46.02
14-12-2005,45.580002
15-12-2005,45.220001
16-12-2005,45.366001
19-12-2005,45.279999
20-12-2005,45.139999
21-12-2005,45.099998
22-12-2005,45.220001
23-12-2005,45.099998
26-12-2005,45.060001
27-12-2005,45.080002
28-12-2005,45.02
29-12-2005,45.110001
30-12-2005,44.970001
02-01-2006,44.98
03-01-2006,44.860001
04-01-2006,44.68
05-01-2006,44.669998
06-01-2006,44.290001
09-01-2006,44.259998
10-01-2006,44.18
11-01-2006,43.919998
12-01-2006,43.939999
13-01-2006,44.07
16-01-2006,44.119999
17-01-2006,44.200001
18-01-2006,44.290001
19-01-2006,44.16
20-01-2006,44.150002
23-01-2006,44.07
24-01-2006,44.169998
25-01-2006,44.02
26-01-2006,43.990002
27-01-2006,43.935001
30-01-2006,44.02
31-01-2006,43.900002
01-02-2006,44.080002
02-02-2006,44.16
03-02-2006,44.080002
06-02-2006,44.139999
07-02-2006,44.200001
08-02-2006,44.119999
09-02-2006,44.09
10-02-2006,44.029999
13-02-2006,44.150002
14-02-2006,44.150002
15-02-2006,44.16
16-02-2006,44.240002
17-02-2006,44.312
20-02-2006,44.360001
21-02-2006,44.32
22-02-2006,44.48
23-02-2006,44.459999
24-02-2006,44.290001
27-02-2006,44.41
28-02-2006,44.25
01-03-2006,44.279999
02-03-2006,44.18
03-03-2006,44.18
06-03-2006,44.25
07-03-2006,44.200001
08-03-2006,44.380001
09-03-2006,44.459999
10-03-2006,44.452999
13-03-2006,44.389999
14-03-2006,44.34
15-03-2006,44.099998
16-03-2006,44.349998
17-03-2006,44.205002
20-03-2006,44.360001
21-03-2006,44.299999
22-03-2006,44.400002
23-03-2006,44.472
24-03-2006,44.466999
27-03-2006,44.589001
28-03-2006,44.591999
29-03-2006,44.580002
30-03-2006,44.459999
31-03-2006,44.528
03-04-2006,44.530998
04-04-2006,44.599998
05-04-2006,44.560001
06-04-2006,44.439999
07-04-2006,44.549
10-04-2006,44.66
11-04-2006,44.740002
12-04-2006,45.060001
13-04-2006,45.040001
14-04-2006,44.994999
17-04-2006,45.028
18-04-2006,45.047001
19-04-2006,45.099998
20-04-2006,45.099998
21-04-2006,45.000999
24-04-2006,44.827
25-04-2006,44.82
26-04-2006,45.02
27-04-2006,44.799999
28-04-2006,44.901001
01-05-2006,44.759998
02-05-2006,44.799999
03-05-2006,44.799999
04-05-2006,44.889999
05-05-2006,44.77
08-05-2006,44.759998
09-05-2006,44.771
10-05-2006,44.811001
11-05-2006,44.82
12-05-2006,44.825001
15-05-2006,45.248001
16-05-2006,44.994999
17-05-2006,44.625
18-05-2006,45.400002
19-05-2006,45.294998
22-05-2006,45.290001
23-05-2006,45.380001
24-05-2006,45.68
25-05-2006,45.769001
26-05-2006,45.755001
29-05-2006,45.990002
30-05-2006,46.080002
31-05-2006,46.16
01-06-2006,46.119999
02-06-2006,45.594002
05-06-2006,45.68
06-06-2006,45.849998
07-06-2006,45.73
08-06-2006,45.759998
09-06-2006,45.860001
12-06-2006,45.82
13-06-2006,45.939999
14-06-2006,45.82
15-06-2006,45.810001
16-06-2006,45.848999
19-06-2006,45.82
20-06-2006,45.860001
21-06-2006,45.84
22-06-2006,45.919998
23-06-2006,45.945
26-06-2006,46.254002
27-06-2006,46.259998
28-06-2006,46.299999
29-06-2006,46.259998
30-06-2006,45.805
03-07-2006,45.939999
04-07-2006,45.900002
05-07-2006,45.950001
06-07-2006,45.939999
07-07-2006,45.785
10-07-2006,46
11-07-2006,46.139999
12-07-2006,46.02
13-07-2006,46.220001
14-07-2006,46.327
17-07-2006,46.580002
18-07-2006,46.560001
19-07-2006,46.799999
20-07-2006,46.759998
21-07-2006,46.584999
24-07-2006,46.848
25-07-2006,46.720001
26-07-2006,46.68
27-07-2006,46.540001
28-07-2006,46.465
31-07-2006,46.419998
01-08-2006,46.439999
02-08-2006,46.5
03-08-2006,46.428001
04-08-2006,46.431999
07-08-2006,46.5
08-08-2006,46.400002
09-08-2006,46.400002
10-08-2006,46.312
11-08-2006,46.424999
14-08-2006,46.487999
15-08-2006,46.439999
16-08-2006,46.467999
17-08-2006,46.292999
18-08-2006,46.391998
21-08-2006,46.389
22-08-2006,46.389
23-08-2006,46.391998
24-08-2006,46.448002
25-08-2006,46.448002
28-08-2006,46.490002
29-08-2006,46.394001
30-08-2006,46.287998
31-08-2006,46.476002
01-09-2006,46.507999
04-09-2006,46.251999
05-09-2006,46.153
06-09-2006,46.049
07-09-2006,46.051998
08-09-2006,46.152
11-09-2006,46.153
12-09-2006,46.183998
13-09-2006,46.004002
14-09-2006,45.914001
15-09-2006,46.049
18-09-2006,46.048
19-09-2006,46.029999
20-09-2006,46.030998
21-09-2006,45.789001
22-09-2006,45.820999
25-09-2006,45.792999
26-09-2006,45.890999
27-09-2006,45.831001
28-09-2006,45.827999
29-09-2006,45.715
02-10-2006,45.714001
03-10-2006,45.716
04-10-2006,45.632
05-10-2006,45.594002
06-10-2006,45.487999
09-10-2006,45.629002
10-10-2006,45.669998
11-10-2006,45.551998
12-10-2006,45.514
13-10-2006,45.244999
16-10-2006,45.354
17-10-2006,45.132999
18-10-2006,45.210999
19-10-2006,45.206001
20-10-2006,45.234001
23-10-2006,45.328999
24-10-2006,45.153
25-10-2006,45.290001
26-10-2006,45.169998
27-10-2006,45.005001
30-10-2006,44.828999
31-10-2006,44.834999
01-11-2006,44.712002
02-11-2006,44.819
03-11-2006,44.800999
06-11-2006,44.811001
07-11-2006,44.756001
08-11-2006,44.613998
09-11-2006,44.453999
10-11-2006,44.611
13-11-2006,44.801998
14-11-2006,45.09
15-11-2006,45.193001
16-11-2006,44.77
17-11-2006,44.772999
20-11-2006,44.935001
21-11-2006,44.897999
22-11-2006,44.574001
23-11-2006,44.632
24-11-2006,44.529999
27-11-2006,44.591
28-11-2006,44.598999
29-11-2006,44.613998
30-11-2006,44.550999
01-12-2006,44.435001
04-12-2006,44.536999
05-12-2006,44.493999
06-12-2006,44.615002
07-12-2006,44.574001
08-12-2006,44.465
11-12-2006,44.693001
12-12-2006,44.773998
13-12-2006,44.734001
14-12-2006,44.672001
15-12-2006,44.474998
18-12-2006,44.716
19-12-2006,44.691002
20-12-2006,44.673
21-12-2006,44.530998
22-12-2006,44.305
25-12-2006,44.305
26-12-2006,44.305
27-12-2006,44.259998
28-12-2006,44.277
29-12-2006,44.040001
01-01-2007,44.215
02-01-2007,44.122002
03-01-2007,44.111
04-01-2007,44.095001
05-01-2007,44.139999
08-01-2007,44.255001
09-01-2007,44.209999
10-01-2007,44.375
11-01-2007,44.424999
12-01-2007,44.255001
15-01-2007,44.134998
16-01-2007,44.125
17-01-2007,44.025002
18-01-2007,44.084999
19-01-2007,44.084999
22-01-2007,44.044998
23-01-2007,44.075001
24-01-2007,44.084999
25-01-2007,44.084999
26-01-2007,44.014999
29-01-2007,44.07
30-01-2007,43.974998
31-01-2007,44.005001
01-02-2007,43.945
02-02-2007,43.935001
05-02-2007,43.965
06-02-2007,44.054001
07-02-2007,44.014
08-02-2007,44.051998
09-02-2007,43.865002
12-02-2007,44.074001
13-02-2007,43.960999
14-02-2007,43.874001
15-02-2007,44.014999
16-02-2007,43.805
19-02-2007,43.992001
20-02-2007,44.117001
21-02-2007,44.077999
22-02-2007,44.171001
23-02-2007,44.014999
26-02-2007,44.098
27-02-2007,44.113998
28-02-2007,44.015999
01-03-2007,44.195999
02-03-2007,44.035
05-03-2007,44.514
06-03-2007,44.112
07-03-2007,44.435001
08-03-2007,44.112999
09-03-2007,44.009998
12-03-2007,44.053001
13-03-2007,44.014999
14-03-2007,44.231998
15-03-2007,44.152
16-03-2007,43.889999
19-03-2007,44.02
20-03-2007,43.453999
21-03-2007,43.442001
22-03-2007,43.433998
23-03-2007,43.305
26-03-2007,43.154999
27-03-2007,43.053001
28-03-2007,43.09
29-03-2007,43.575001
30-03-2007,43.044998
02-04-2007,43.174
03-04-2007,43.012001
04-04-2007,42.807999
05-04-2007,42.695999
06-04-2007,42.695
09-04-2007,42.872002
10-04-2007,42.594002
11-04-2007,42.612999
12-04-2007,42.551998
13-04-2007,42.365002
16-04-2007,41.775002
17-04-2007,41.853001
18-04-2007,41.834999
19-04-2007,42.075001
20-04-2007,41.52
23-04-2007,41.580002
24-04-2007,41.013
25-04-2007,40.854
26-04-2007,40.729
27-04-2007,40.724998
30-04-2007,40.969002
01-05-2007,41.113998
02-05-2007,40.976002
03-05-2007,40.932999
04-05-2007,40.514999
07-05-2007,40.700001
08-05-2007,40.691002
09-05-2007,40.613998
10-05-2007,41.216
11-05-2007,40.674999
14-05-2007,40.654999
15-05-2007,40.880001
16-05-2007,40.757999
17-05-2007,40.529999
18-05-2007,40.305
21-05-2007,40.535
22-05-2007,40.542
23-05-2007,40.490002
24-05-2007,40.494999
25-05-2007,40.215
28-05-2007,40.514
29-05-2007,40.368999
30-05-2007,40.528999
31-05-2007,40.546001
01-06-2007,40.215
04-06-2007,40.134998
05-06-2007,40.16
06-06-2007,40.493
07-06-2007,40.452
08-06-2007,40.759998
11-06-2007,40.508999
12-06-2007,40.57
13-06-2007,40.551998
14-06-2007,40.556999
15-06-2007,40.459999
18-06-2007,40.437
19-06-2007,40.653999
20-06-2007,40.48
21-06-2007,40.534
22-06-2007,40.494999
25-06-2007,40.653
26-06-2007,40.752998
27-06-2007,40.818001
28-06-2007,40.714001
29-06-2007,40.529999
02-07-2007,40.532001
03-07-2007,40.355
04-07-2007,40.412998
05-07-2007,40.395
06-07-2007,40.310001
09-07-2007,40.229
10-07-2007,40.174999
11-07-2007,40.310001
12-07-2007,40.453999
13-07-2007,40.200001
16-07-2007,40.174
17-07-2007,40.292999
18-07-2007,40.333
19-07-2007,40.194
20-07-2007,40.125
23-07-2007,40.050999
24-07-2007,40.216999
25-07-2007,40.231998
26-07-2007,40.175999
27-07-2007,40.32
30-07-2007,40.453999
31-07-2007,40.397999
01-08-2007,40.373001
02-08-2007,40.148998
03-08-2007,40.195
06-08-2007,40.188999
07-08-2007,40.337002
08-08-2007,40.231998
09-08-2007,40.435001
10-08-2007,40.400002
13-08-2007,40.349998
14-08-2007,40.654999
15-08-2007,40.876999
16-08-2007,41.092999
17-08-2007,40.985001
20-08-2007,41.02
21-08-2007,40.959999
22-08-2007,40.959999
23-08-2007,40.775002
24-08-2007,40.84
27-08-2007,40.900002
28-08-2007,40.893002
29-08-2007,40.896
30-08-2007,40.991001
31-08-2007,40.575001
03-09-2007,40.791
04-09-2007,40.715
05-09-2007,40.834
06-09-2007,40.575001
07-09-2007,40.34
10-09-2007,40.34
11-09-2007,40.354
12-09-2007,40.271999
13-09-2007,40.356998
14-09-2007,40.285
17-09-2007,40.376999
18-09-2007,40.216999
19-09-2007,40.033001
20-09-2007,39.615002
21-09-2007,39.77
24-09-2007,39.431
25-09-2007,39.66
26-09-2007,39.632999
27-09-2007,39.653
28-09-2007,39.575001
01-10-2007,39.667999
02-10-2007,39.573002
03-10-2007,39.32
04-10-2007,39.216
05-10-2007,39.404999
08-10-2007,39.352001
09-10-2007,39.154999
10-10-2007,39.174999
11-10-2007,39.236
12-10-2007,39.095001
15-10-2007,39.236
16-10-2007,39.154999
17-10-2007,39.471001
18-10-2007,39.555
19-10-2007,39.450001
22-10-2007,39.652
23-10-2007,39.415001
24-10-2007,39.375
25-10-2007,39.473
26-10-2007,39.235001
29-10-2007,39.215
30-10-2007,39.310001
31-10-2007,39.174
01-11-2007,39.256001
02-11-2007,39.195
05-11-2007,39.256001
06-11-2007,39.215
07-11-2007,39.129002
08-11-2007,39.249001
09-11-2007,39.044998
12-11-2007,39.271999
13-11-2007,39.353001
14-11-2007,39.259998
15-11-2007,39.214001
16-11-2007,39.174999
19-11-2007,39.154999
20-11-2007,39.155998
21-11-2007,39.255001
22-11-2007,39.455002
23-11-2007,39.599998
26-11-2007,39.599998
27-11-2007,39.716
28-11-2007,39.631001
29-11-2007,39.573002
30-11-2007,39.455002
03-12-2007,39.493999
04-12-2007,39.352001
05-12-2007,39.397999
06-12-2007,39.391998
07-12-2007,39.360001
10-12-2007,39.344002
11-12-2007,39.292999
12-12-2007,39.293999
13-12-2007,39.308998
14-12-2007,39.240002
17-12-2007,39.373001
18-12-2007,39.373001
19-12-2007,39.490002
20-12-2007,39.488998
21-12-2007,39.235001
24-12-2007,39.251999
25-12-2007,39.235001
26-12-2007,39.389999
27-12-2007,39.196999
28-12-2007,39.244999
31-12-2007,39.244999
01-01-2008,39.244999
02-01-2008,39.375
03-01-2008,39.353001
04-01-2008,39.095001
07-01-2008,39.213001
08-01-2008,39.195999
09-01-2008,39.213001
10-01-2008,39.216
11-01-2008,39.095001
14-01-2008,39.216999
15-01-2008,39.192001
16-01-2008,39.171001
17-01-2008,39.191002
18-01-2008,39.284
21-01-2008,39.476002
22-01-2008,39.310001
23-01-2008,39.473
24-01-2008,39.368999
25-01-2008,39.275002
28-01-2008,39.294998
29-01-2008,39.209999
30-01-2008,39.347
31-01-2008,39.313999
01-02-2008,39.272999
04-02-2008,39.271999
05-02-2008,39.451
06-02-2008,39.535999
07-02-2008,39.459
08-02-2008,39.535
11-02-2008,39.526001
12-02-2008,39.575001
13-02-2008,39.633999
14-02-2008,39.576
15-02-2008,39.584999
18-02-2008,39.636002
19-02-2008,39.685001
20-02-2008,40.133999
21-02-2008,39.915001
22-02-2008,39.974998
25-02-2008,39.912998
26-02-2008,39.814999
27-02-2008,39.689999
28-02-2008,39.816002
29-02-2008,39.91
03-03-2008,40.254002
04-03-2008,40.209
05-03-2008,40.174
06-03-2008,40.043999
07-03-2008,40.238998
10-03-2008,40.313999
11-03-2008,40.174999
12-03-2008,39.979
13-03-2008,40.124001
14-03-2008,40.075001
17-03-2008,40.374001
18-03-2008,40.153999
19-03-2008,40.132999
20-03-2008,40.275002
21-03-2008,40.185001
24-03-2008,40.185001
25-03-2008,40.051998
26-03-2008,40.056999
27-03-2008,39.945
28-03-2008,39.615002
31-03-2008,39.889
01-04-2008,39.889
02-04-2008,39.919998
03-04-2008,39.883999
04-04-2008,39.805
07-04-2008,39.873001
08-04-2008,39.828999
09-04-2008,39.817001
10-04-2008,39.889999
11-04-2008,39.775002
14-04-2008,39.868999
15-04-2008,39.863998
16-04-2008,39.828999
17-04-2008,39.872002
18-04-2008,39.653999
21-04-2008,39.817001
22-04-2008,39.827999
23-04-2008,39.860001
24-04-2008,40.035
25-04-2008,40.064999
28-04-2008,40.030998
29-04-2008,40.299999
30-04-2008,40.386002
01-05-2008,40.386002
02-05-2008,40.485001
05-05-2008,40.52
06-05-2008,40.673
07-05-2008,41.316002
08-05-2008,41.700001
09-05-2008,41.411999
12-05-2008,41.831001
13-05-2008,41.973999
14-05-2008,42.365002
15-05-2008,42.368999
16-05-2008,42.366001
19-05-2008,42.351002
20-05-2008,42.611
21-05-2008,42.619999
22-05-2008,43.077999
23-05-2008,42.610001
26-05-2008,42.544998
27-05-2008,42.811001
28-05-2008,42.771999
29-05-2008,42.675999
30-05-2008,42.530998
02-06-2008,42.189999
03-06-2008,42.242001
04-06-2008,42.512001
05-06-2008,42.792999
06-06-2008,42.716
09-06-2008,42.808998
10-06-2008,42.830002
11-06-2008,42.592999
12-06-2008,42.749001
13-06-2008,42.831001
16-06-2008,42.813999
17-06-2008,42.712002
18-06-2008,42.841999
19-06-2008,42.854
20-06-2008,42.799999
23-06-2008,42.895
24-06-2008,42.848
25-06-2008,42.688999
26-06-2008,42.652
